Datetime,Global_active_power
2010-01-01 00:00:00,0.0
2010-01-01 01:00:00,4.222888744502251
2010-01-01 02:00:00,3.672067353596643
2010-01-01 03:00:00,3.5036508288632358
2010-01-01 04:00:00,3.4082783670582533
2010-01-01 05:00:00,3.2156172804449197
2010-01-01 06:00:00,2.4747079100917184
2010-01-01 07:00:00,2.409698961125142
2010-01-01 08:00:00,2.260391070212898
2010-01-01 09:00:00,3.4732323540545664
2010-01-01 10:00:00,1.8667571845196629
2010-01-01 11:00:00,2.0228779450150522
2010-01-01 12:00:00,2.5140973773562076
2010-01-01 13:00:00,2.2447849154584363
2010-01-01 14:00:00,1.6685297114641302
2010-01-01 15:00:00,1.9808271900635832
2010-01-01 16:00:00,2.169555252987045
2010-01-01 17:00:00,2.646937586334617
2010-01-01 18:00:00,3.4500692347265387
2010-01-01 19:00:00,2.416588305358175
2010-01-01 20:00:00,2.0532863150651055
2010-01-01 21:00:00,1.9367053758539439
2010-01-01 22:00:00,2.2951615408315966
2010-01-01 23:00:00,2.96124933983365
2010-01-02 00:00:00,3.1398418027259773
2010-01-02 01:00:00,3.160241838396639
2010-01-02 02:00:00,3.391755120532053
2010-01-02 03:00:00,2.7527165521517545
2010-01-02 04:00:00,3.1781400815583356
2010-01-02 05:00:00,2.915678262212389
2010-01-02 06:00:00,1.7258149253957957
2010-01-02 07:00:00,1.0181558311298744
2010-01-02 08:00:00,1.009950707316246
2010-01-02 09:00:00,1.0462527334155505
2010-01-02 10:00:00,0.9939399059399552
2010-01-02 11:00:00,0.9960387261960982
2010-01-02 12:00:00,1.5392032392713553
2010-01-02 13:00:00,0.8873361470191033
2010-01-02 14:00:00,1.1655517953167474
2010-01-02 15:00:00,2.5918895651650273
2010-01-02 16:00:00,2.1199488630457894
2010-01-02 17:00:00,1.7497446748544734
2010-01-02 18:00:00,1.5683809891405096
2010-01-02 19:00:00,1.7954857017191304
2010-01-02 20:00:00,1.9225642185619058
2010-01-02 21:00:00,1.8342003038539516
2010-01-02 22:00:00,1.8749228024706945
2010-01-02 23:00:00,1.911558750523113
2010-01-03 00:00:00,2.0303142908162894
2010-01-03 01:00:00,2.1730244281051374
2010-01-03 02:00:00,2.342882781222082
2010-01-03 03:00:00,2.482685700209058
2010-01-03 04:00:00,2.8002192363669374
2010-01-03 05:00:00,2.078775523453351
2010-01-03 06:00:00,1.8140792168246718
2010-01-03 07:00:00,1.7317009359860551
2010-01-03 08:00:00,1.1969794259657272
2010-01-03 09:00:00,0.8793803683286379
2010-01-03 10:00:00,0.9120079187272468
2010-01-03 11:00:00,0.8958660399558515
2010-01-03 12:00:00,0.89873219981606
2010-01-03 13:00:00,0.8721013998480106
2010-01-03 14:00:00,1.2433111848124874
2010-01-03 15:00:00,1.9590026873216384
2010-01-03 16:00:00,3.4739060965562456
2010-01-03 17:00:00,1.5228189494498827
2010-01-03 18:00:00,0.7640038424102605
2010-01-03 19:00:00,2.4062782794717332
2010-01-03 20:00:00,0.7833655425561927
2010-01-03 21:00:00,0.7797499661092262
2010-01-03 22:00:00,0.8613230050533776
2010-01-03 23:00:00,0.9278436415042719
2010-01-04 00:00:00,1.6422811378436513
2010-01-04 01:00:00,2.1228523238157258
2010-01-04 02:00:00,2.1033521540438826
2010-01-04 03:00:00,1.8061097022215982
2010-01-04 04:00:00,2.6912068263009554
2010-01-04 05:00:00,1.4520799122159918
2010-01-04 06:00:00,0.9923930756555512
2010-01-04 07:00:00,0.847943006797528
2010-01-04 08:00:00,0.934226195065867
2010-01-04 09:00:00,0.7678621811989312
2010-01-04 10:00:00,1.179900525818558
2010-01-04 11:00:00,0.7695266649554573
2010-01-04 12:00:00,0.7727791227656164
2010-01-04 13:00:00,0.7674297815257638
2010-01-04 14:00:00,0.7749834992089735
2010-01-04 15:00:00,1.724787693780355
2010-01-04 16:00:00,2.682454926658363
2010-01-04 17:00:00,1.347451884588717
2010-01-04 18:00:00,1.5544727413512267
2010-01-04 19:00:00,2.6642245150765502
2010-01-04 20:00:00,1.390307012393789
2010-01-04 21:00:00,1.4896403039790629
2010-01-04 22:00:00,1.4429409530843023
2010-01-04 23:00:00,0.6561518548989888
2010-01-05 00:00:00,0.8897554369907633
2010-01-05 01:00:00,0.9772761954338682
2010-01-05 02:00:00,2.687574641958812
2010-01-05 03:00:00,2.804370072978661
2010-01-05 04:00:00,2.9619621840188346
2010-01-05 05:00:00,3.0065851457617665
2010-01-05 06:00:00,2.550154055206953
2010-01-05 07:00:00,2.0873895179375443
2010-01-05 08:00:00,1.5177786164782254
2010-01-05 09:00:00,1.4996584634976988
2010-01-05 10:00:00,1.4329429180879856
2010-01-05 11:00:00,0.6905345861654681
2010-01-05 12:00:00,0.7326256132313065
2010-01-05 13:00:00,0.7927992272590341
2010-01-05 14:00:00,0.7786104366504931
2010-01-05 15:00:00,1.5282790601101217
2010-01-05 16:00:00,1.6561953227647133
2010-01-05 17:00:00,2.3801301313040195
2010-01-05 18:00:00,1.6743188429373688
2010-01-05 19:00:00,0.7887609505741828
2010-01-05 20:00:00,1.131520425741379
2010-01-05 21:00:00,1.7968958150862777
2010-01-05 22:00:00,1.1878463447937886
2010-01-05 23:00:00,0.6749320713775335
2010-01-06 00:00:00,1.571552318236908
2010-01-06 01:00:00,1.7894805561351457
2010-01-06 02:00:00,2.2467444836590675
2010-01-06 03:00:00,1.999577056652017
2010-01-06 04:00:00,2.1923321313677464
2010-01-06 05:00:00,1.070408333703357
2010-01-06 06:00:00,0.6504944982477769
2010-01-06 07:00:00,0.7451832548018283
2010-01-06 08:00:00,0.7430461897397135
2010-01-06 09:00:00,0.7360221810967262
2010-01-06 10:00:00,0.7291546476088437
2010-01-06 11:00:00,0.7301707938933522
2010-01-06 12:00:00,0.7182198824556308
2010-01-06 13:00:00,1.1308645751926156
2010-01-06 14:00:00,0.8292061074821733
2010-01-06 15:00:00,1.7933646013241988
2010-01-06 16:00:00,2.480345123786809
2010-01-06 17:00:00,1.7029693104792767
2010-01-06 18:00:00,1.3419778182886009
2010-01-06 19:00:00,1.3547804880289194
2010-01-06 20:00:00,1.3487067216468054
2010-01-06 21:00:00,0.9197469269940756
2010-01-06 22:00:00,1.0777351510123674
2010-01-06 23:00:00,1.5658596106948288
2010-01-07 00:00:00,1.5899042353311155
2010-01-07 01:00:00,1.5060453569959737
2010-01-07 02:00:00,2.428481441784852
2010-01-07 03:00:00,3.286703845162871
2010-01-07 04:00:00,2.838236136628748
2010-01-07 05:00:00,3.6335486506607726
2010-01-07 06:00:00,2.43884700198171
2010-01-07 07:00:00,2.0469210405064593
2010-01-07 08:00:00,1.6073210168331344
2010-01-07 09:00:00,1.6929338835749446
2010-01-07 10:00:00,1.687389379139632
2010-01-07 11:00:00,1.7364001477356865
2010-01-07 12:00:00,1.8237574562724697
2010-01-07 13:00:00,2.070232762200778
2010-01-07 14:00:00,1.5947642400632942
2010-01-07 15:00:00,3.4569162646167717
2010-01-07 16:00:00,3.3986878302231998
2010-01-07 17:00:00,2.5935863613061385
2010-01-07 18:00:00,2.4938422777143234
2010-01-07 19:00:00,2.692772801021202
2010-01-07 20:00:00,2.499527014195346
2010-01-07 21:00:00,2.8814630623607767
2010-01-07 22:00:00,3.121676021697862
2010-01-07 23:00:00,3.3023695114077984
2010-01-08 00:00:00,3.5073323174347215
2010-01-08 01:00:00,4.327751977443658
2010-01-08 02:00:00,3.0282246849346954
2010-01-08 03:00:00,3.329140037014153
2010-01-08 04:00:00,3.4186763679547925
2010-01-08 05:00:00,2.710829465382265
2010-01-08 06:00:00,3.5913676141644477
2010-01-08 07:00:00,4.476510751476788
2010-01-08 08:00:00,3.1611385767666906
2010-01-08 09:00:00,2.70514803978471
2010-01-08 10:00:00,2.088336718334794
2010-01-08 11:00:00,1.6465997871108204
2010-01-08 12:00:00,1.7039641056931172
2010-01-08 13:00:00,1.7588231829777083
2010-01-08 14:00:00,1.9483906017892034
2010-01-08 15:00:00,1.6028781426701886
2010-01-08 16:00:00,1.5954073902213826
2010-01-08 17:00:00,2.606378871143229
2010-01-08 18:00:00,2.4501015664218384
2010-01-08 19:00:00,1.9735673837007655
2010-01-08 20:00:00,1.58821949327888
2010-01-08 21:00:00,2.9870321205505483
2010-01-08 22:00:00,1.4140677586145185
2010-01-08 23:00:00,2.845207800251784
2010-01-09 00:00:00,1.931877824132258
2010-01-09 01:00:00,1.714571664148385
2010-01-09 02:00:00,0.8880272464814642
2010-01-09 03:00:00,0.9487307652341115
2010-01-09 04:00:00,0.9940069859240885
2010-01-09 05:00:00,0.9856162694945323
2010-01-09 06:00:00,0.9773005994778059
2010-01-09 07:00:00,0.9796611238835347
2010-01-09 08:00:00,1.3682969033148573
2010-01-09 09:00:00,1.4783123794485973
2010-01-09 10:00:00,0.8554274773621782
2010-01-09 11:00:00,1.036750101559446
2010-01-09 12:00:00,1.0350203758903296
2010-01-09 13:00:00,1.0514554119294437
2010-01-09 14:00:00,0.7745792320565824
2010-01-09 15:00:00,1.1174370271649243
